 ,[AND],[ASSIGN],[BinaryAnd],[BinaryOr],[BinaryXor],[COMMA],[DIV],[ELSE],[EQ],[GE],[GT],[ID],[IF],[INT],[LBBRACKET],[LE],[LPAREN],[LT],[LeftSquareBracket],[MUL],[NOT],[NQ],[NUM],[OR],[PLUS],[RBBRACKET],[RETURN],[RPAREN],[RightSquareBracket],[SEMI],[SUB],[VOID],[WHILE],[#],||,<ANDExp>,<Args>,<Array>,<ArrayDeclare>,<AssignStmt>,<Block>,<CallFun>,<CallStmt>,<CreateFunTable_m>,<DeclareString-option>,<DeclareString>,<Def>,<DefList>,<Exp>,<Exp_stmt>,<Factor>,<FunDec>,<FunctionDeclare>,<IfNext>,<IfStmt>,<IfStmt_m>,<IfStmt_next>,<Item>,<NOTExp>,<OPERAT1>,<OPERAT2>,<OPNUM>,<ParameterContent>,<Pro_m>,<Program>,<Relop>,<ReturnStmt>,<Stmt>,<StmtList>,<SubExp>,<VarContent>,<VarList>,<WhileStmt>,<WhileStmt_m1>,<WhileStmt_m2>,
0, , , , , , , , , , , , , ,r2, , , , , , , , , , , , , , , , , ,r2, , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, , , , , , , , , , ,
1, , , , , , , , , , , , , ,s6, , , , , , , , , , , , , , , , , ,s7, , ,||, , , , , , , , , ,3,4, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,
2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,acc,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3, , , , , , , , , , , , , ,s6, , , , , , , , , , , , , , , , , ,s7, ,r3,||, , , , , , , , , ,3,8, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , ,
4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r1,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
5, , , , , , , , , , , ,s10, , , , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , ,
6, , , , , , , , , , , ,r12, , , , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
7, , , , , , , , , , , ,r11, , , , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r4,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
9, , , , , , , , , , , , , , ,s13, , , , , , , , , , , , , , , , , , , ,||, , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
10, , , , , , , , , , , , , , , , ,r14, , , , , , , , , , , , , , , , , ,||, , , , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
11, , , , , , , , , , , , , , , , , , ,s17, , , , , , , , , , ,r8, , , , ,||, , , ,15, , , , , , , , , , , , , , , , , , , , , , , ,16, , , , , , , , , , , , ,
12, , , , , , , , , , , , , ,r6, , , , , , , , , , , , , , , , , ,r6, ,r6,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13, , , , , , , , , , , ,r22,r22,s20, , , , , , , , , , , , ,r22, , , , , ,r22, ,||, , , , , , , , , , , ,18,19, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
14, , , , , , , , , , , , , , , , ,s21, , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r7, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s22, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
17, , , , , , , , , , , , , , , , , , , , , , ,s23, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s24, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
19, , , , , , , , , , , ,s33,s34, , , , , , , , , , , , , ,s35, , , , , ,r73, ,||, , ,25, ,26, , , , , , , , , , , , , , ,27, , , , , , , , , , , ,28,29,30, , , ,31,32, ,
20, , , , , , , , , , , ,s36, , , , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
21, , , , , , , , , , , , , ,s39, , , , , , , , , , , , , ,r17, , , ,s40, , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37,38, , , ,
22, , , , , , , , , , , , , ,r5, , , , , , , , , , , , , , , , , ,r5, ,r5,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
23, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s41, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
24, , , , , , , , , , , ,r22,r22,s20, , , , , , , , , , , , ,r22, , , , , ,r22, ,||, , , , , , , , , , , ,18,42, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
25, ,s43, , , , , , , , , , , , , , , , ,s44, , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s45, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
27, , , , , , , , , , , ,r28,r28, , , , , , , , , , , , ,r28,r28, , , , , ,r28, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s46, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
29, , , , , , , , , , , ,s33,s34, , , , , , , , , , , , ,r25,s35, , , , , ,r73, ,||, , ,25, ,26, , , , , , , , , , , , , , ,27, , , , , , , , , , , ,28,29,47, , , ,31,32, ,
30, , , , , , , , , , , , , , , , , , , , , , , , , ,s48, , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31, , , , , , , , , , , ,r29,r29, , , , , , , , , , , , ,r29,r29, , , , , ,r29, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s49, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
33, ,s50, , , , , , , , , , , , , , , , ,s51, , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
34, , , , , , , , , , , , , , , , ,s52, , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
35, , , , , , , , , , , ,s61, , , , ,s62, , , ,s63, ,s64, , , , , , ,r71, , , , ,||,53, ,54, , , , , , , , , , ,55, ,56, , , , , , ,57,58, , ,59, , , , , , , ,60, , , , , ,
36, , , , , , , , , , , , , , , , , , ,s17, , , , , , , , , , ,r8, , , , ,||, , , ,15, , , , , , , , , , , , , , , , , , , , , , , ,65, , , , , , , , , , , , ,
37, , , , , , , , , , , , , , , , , , , , , , , , , , , ,s66, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
38, , , , , , , , , , , , , , , , , , , , , , , , , , , ,r15, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
39, , , , , , , , , , , ,s67, , , , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
40, , , , , , , , , , , , , , , , , , , , , , , , , , , ,r16, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41, , , , , , , , , , , , , , , , , , ,s17, , , , , , , , , , ,r9, , , , ,||, , , ,68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
42, , , , , , , , , , , ,r21,r21, , , , , , , , , , , , , ,r21, , , , , ,r21, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
43, , , , , , , , , , , ,s61, , , , ,s62, , , ,s63, ,s64, , , , , , , , , , , ,||,53, ,54, , , , , , , , , , ,69, ,56, , , , , , ,57,58, , ,59, , , , , , , ,60, , , , , ,
44, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,72, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
45, , , , , , , , , , , ,r26,r26, , , , , , , , , , , , ,r26,r26, , , , , ,r26, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
46, , , , , , , , , , , ,r27,r27, , , , , , , , , , , , ,r27,r27, , , , , ,r27, ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
47, , , , , , , , , , , , , , , , , , , , , , , , , ,r24, , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
48, , , , , , , , , , , , , ,r20, , , , , , , , , , , , , , , , , ,r20, ,r20,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
49, , , , , , , , , , , , , , , , ,s82, , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
50, , , , , , , , , , , ,s61, , , , ,s62, , , ,s63, ,s64, , , , , , , , , , , ,||,53, ,54, , , , , , , , , , ,83, ,56, , , , , , ,57,58, , ,59, , , , , , , ,60, , , , , ,
51, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,84, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
52, , , , , , , , , , , ,s94, , , , ,s95, , , ,s96, ,s97, , , , , , , , , , , ,||,85, ,86, , , , , , , , , , ,87,88,89, , , , , , ,90,91, , ,92, , , , , , , ,93, , , , , ,
53, , , , , , , , , , , , , , , , , , , , , , , ,s98, , , , , ,r32, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
54,r61, ,r61,r61,r61, ,r61, ,r61,r61,r61, , , , ,r61, ,r61,s99,r61, ,r61, ,r61,r61, , , , ,r61,r61, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r70, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
56,r48, ,r48,r48,r48, ,s101, ,r48,r48,r48, , , , ,r48, ,r48, ,s102, ,r48, ,r48,r48, , , , ,r48,r48, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , , , , , , , , , , , ,
57,r46, ,s104,s105,s106, , , ,r46,r46,r46, , , , ,r46, ,r46, , , ,r46, ,r46,s107, , , , ,r46,s108, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , ,103, , , , , , , , , , , , , , , ,
58,s109, , , , , , , , , , , , , , , , , , , , , , ,r34, , , , , ,r34, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
59,r38, , , , , , , ,s111,s112,s113, , , , ,s114, ,s115, , , ,s116, ,r38, , , , , ,r38, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,110, , , , , , , , , ,
60,r37, , , , , , , , , , , , , , , , , , , , , , ,r37, , , , , ,r37, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61,r59, ,r59,r59,r59, ,r59, ,r59,r59,r59, , , , ,r59,s118,r59,s119,r59, ,r59, ,r59,r59, , , , ,r59,r59, , , ,||, , , , , , , ,117, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
62, , , , , , , , , , , ,s123, , , , ,s95, , , ,s96, ,s97, , , , , , , , , , , ,||,85, ,120, ,121, , , , , , , , ,122, ,89, , , , , , ,90,91, , ,92, , , , , , , ,93, , , , , ,
63, , , , , , , , , , , ,s61, , , , ,s62, , , , , ,s64, , , , , , , , , , , ,||, , ,54, , , , , , , , , , , , ,56, , , , , , ,57, , , ,59, , , , , , , ,124, , , , , ,
64,r57, ,r57,r57,r57, ,r57, ,r57,r57,r57, , , , ,r57, ,r57, ,r57, ,r57, ,r57,r57, , , , ,r57,r57, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r23, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
66, , , , , , , , , , , , , , ,r13, , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
67, , , , , ,s125, , , , , , , , , , , , , , , , , , , , , ,r19, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r10, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r31, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
70, , , , , , , , , , , , , , , , , , , , , , , ,s126, , , , ,r32, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
71,r61, ,r61,r61,r61, ,r61, ,r61,r61,r61, , , , ,r61, ,r61,s127,r61, ,r61, ,r61,r61, , , ,r61, ,r61, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
72, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s128, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
73,r48, ,r48,r48,r48, ,s101, ,r48,r48,r48, , , , ,r48, ,r48, ,s102, ,r48, ,r48,r48, , , ,r48, ,r48, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , ,129, , , , , , , , , , , , , , ,
74,r46, ,s104,s105,s106, , , ,r46,r46,r46, , , , ,r46, ,r46, , , ,r46, ,r46,s107, , , ,r46, ,s108, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , , , , , , , , , , , , ,
75,s131, , , , , , , , , , , , , , , , , , , , , , ,r34, , , , ,r34, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
76,r38, , , , , , , ,s111,s112,s113, , , , ,s114, ,s115, , , ,s116, ,r38, , , , ,r38, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,132, , , , , , , , , ,
77,r37, , , , , , , , , , , , , , , , , , , , , , ,r37, , , , ,r37, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
78,r59, ,r59,r59,r59, ,r59, ,r59,r59,r59, , , , ,r59,s134,r59,s135,r59, ,r59, ,r59,r59, , , ,r59, ,r59, , , ,||, , , , , , , ,133, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
79, , , , , , , , , , , ,s123, , , , ,s95, , , ,s96, ,s97, , , , , , , , , , , ,||,85, ,120, ,136, , , , , , , , ,137, ,89, , , , , , ,90,91, , ,92, , , , , , , ,93, , , , , ,
80, , , , , , , , , , , ,s78, , , , ,s79, , , , , ,s81, , , , , , , , , , , ,||, , ,71, , , , , , , , , , , , ,73, , , , , , ,74, , , ,76, , , , , , , ,138, , , , , ,
81,r57, ,r57,r57,r57, ,r57, ,r57,r57,r57, , , , ,r57, ,r57, ,r57, ,r57, ,r57,r57, , , ,r57, ,r57, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
82, , , , , , , , , , , ,s94, , , , ,s95, , , ,s96, ,s97, , , , , , , , , , , ,||,85, ,86, , , , , , , , , , ,87,139,89, , , , , , ,90,91, , ,92, , , , , , , ,93, , , , , ,
83, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,r30, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
84, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,s140, , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
85, , , , , , , , , , , , , , , , , , , , , , , ,s141, , , ,r32, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
86,r61, ,r61,r61,r61, ,r61, ,r61,r61,r61, , , , ,r61, ,r61,s142,r61, ,r61, ,r61,r61, , ,r61, , ,r61, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
87, , , , , , , , , , , , , , , , , , , , , , , , , , , ,r76, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
88, , , , , , , , , , , , , , , , , , , , , , , , , , , ,s143, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
89,r48, ,r48,r48,r48, ,s101, ,r48,r48,r48, , , , ,r48, ,r48, ,s102, ,r48, ,r48,r48, , ,r48, , ,r48, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , ,144, , , , , , , , , , , , , , ,
90,r46, ,s104,s105,s106, , , ,r46,r46,r46, , , , ,r46, ,r46, , , ,r46, ,r46,s107, , ,r46, , ,s108, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , , , , , , , , , , , , ,
91,s146, , , , , , , , , , , , , , , , , , , , , , ,r34, , , ,r34, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
92,r38, , , , , , , ,s111,s112,s113, , , , ,s114, ,s115, , , ,s116, ,r38, , , ,r38, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,147, , , , , , , , , ,
93,r37, , , , , , , , , , , , , , , , , , , , , , ,r37, , , ,r37, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
94,r59, ,r59,r59,r59, ,r59, ,r59,r59,r59, , , , ,r59,s149,r59,s150,r59, ,r59, ,r59,r59, , ,r59, , ,r59, , , ,||, , , , , , , ,148, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
95, , , , , , , , , , , ,s123, , , , ,s95, , , ,s96, ,s97, , , , , , , , , , , ,||,85, ,120, ,151, , , , , , , , ,152, ,89, , , , , , ,90,91, , ,92, , , , , , , ,93, , , , , ,
96, , , , , , , , , , , ,s94, , , , ,s95, , , , , ,s97, , , , , , , , , , , ,||, , ,86, , , , , , , , , , , , ,89, , , , , , ,90, , , ,92, , , , , , , ,153, , , , , ,
97,r57, ,r57,r57,r57, ,r57, ,r57,r57,r57, , , , ,r57, ,r57, ,r57, ,r57, ,r57,r57, , ,r57, , ,r57, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
98, , , , , , , , , , , ,s61, , , , ,s62, , , ,s63, ,s64, , , , , , , , , , , ,||,53, ,54, , , , , , , , , , ,154, ,56, , , , , , ,57,58, , ,59, , , , , , , ,60, , , , , ,
99, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,155, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
100, , , , , , , , , , , ,s61, , , , ,s62, , , , , ,s64, , , , , , , , , , , ,||, , ,54, , , , , , , , , , , , ,56, , , , , , ,156, , , , , , , , , , , , , , , , , ,
101, , , , , , , , , , , ,r56, , , , ,r56, , , , , ,r56, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
102, , , , , , , , , , , ,r55, , , , ,r55, , , , , ,r55, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
103, , , , , , , , , , , ,s61, , , , ,s62, , , , , ,s64, , , , , , , , , , , ,||, , ,54, , , , , , , , , , , , ,56, , , , , , ,57, , , ,157, , , , , , , , , , , , , ,
104, , , , , , , , , , , ,r52, , , , ,r52, , , , , ,r52, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
105, , , , , , , , , , , ,r53, , , , ,r53, , , , , ,r53, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
106, , , , , , , , , , , ,r54, , , , ,r54, , , , , ,r54, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
107, , , , , , , , , , , ,r50, , , , ,r50, , , , , ,r50, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
108, , , , , , , , , , , ,r51, , , , ,r51, , , , , ,r51, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
109, , , , , , , , , , , ,s61, , , , ,s62, , , ,s63, ,s64, , , , , , , , , , , ,||,158, ,54, , , , , , , , , , , , ,56, , , , , , ,57,58, , ,59, , , , , , , ,60, , , , , ,
110, , , , , , , , , , , ,s61, , , , ,s62, , , , , ,s64, , , , , , , , , , , ,||, , ,54, , , , , , , , , , , , ,56, , , , , , ,57, , , ,59, , , , , , , ,159, , , , , ,
111, , , , , , , , , , , ,r44, , , , ,r44, , , , , ,r44, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
112, , , , , , , , , , , ,r42, , , , ,r42, , , , , ,r42, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
113, , , , , , , , , , , ,r40, , , , ,r40, , , , , ,r40, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
114, , , , , , , , , , , ,r43, , , , ,r43, , , , , ,r43, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
115, , , , , , , , , , , ,r41, , , , ,r41, , , , , ,r41, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
116, , , , , , , , , , , ,r45, , , , ,r45, , , , , ,r45, , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
117,r60, ,r60,r60,r60, ,r60, ,r60,r60,r60, , , , ,r60, ,r60, ,r60, ,r60, ,r60,r60, , , , ,r60,r60, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
118, , , , , , , , , , , ,s170, , , , ,s171, , , ,s172, ,s173, , , , ,r66, , , , , , ,||,160,161,162, , , ,163, , , , , , ,164, ,165, , , , , , ,166,167, , ,168, , , , , , , ,169, , , , , ,
119, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,174, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
120,r61,s175,r61,r61,r61, ,r61, ,r61,r61,r61, , , , ,r61, ,r61,s176,r61, ,r61, ,r61,r61, , ,r61, , ,r61, , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
121, , , , , , , , , , , , , , , , , , , , , , , , , , , ,s177, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
122, , , , , , , , , , , , , , , , , , , , , , , , , , , ,s178, , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
123,r59,s179,r59,r59,r59, ,r59, ,r59,r59,r59, , , , ,r59,s149,r59,s180,r59, ,r59, ,r59,r59, , ,r59, , ,r59, , , ,||, , , , , , , ,148, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
124,r36, , , , , , , , , , , , , , , , , , , , , , ,r36, , , , , ,r36, , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
125, , , , , , , , , , , , , ,s39, , , , , , , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,181, , , ,
126, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,182, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
127, , , , , , , , , , , ,s78, , , , ,s79, , , ,s80, ,s81, , , , , , , , , , , ,||,70, ,71, , , , , , , , , , ,183, ,73, , , , , , ,74,75, , ,76, , , , , , , ,77, , , , , ,
128, ,r64, , , , , , , , , , , , , , , , ,r64, , , , , , , , , , , , , , , ,||, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
129, , , , , , , , , , , ,s78, , , , ,s79, , , , , ,s81, , , , , , , , , , , ,||, , ,71, , , , , , , , , , , , ,73, , , , , , ,184, , , , , , , , , , , , , , , , , ,
